,target,text,time,sia_positive,sia_negative,sia_neutral,sia_compound
3155,1,"b'RT @ai6yrham: This one is LA City Fire... Not following this, in Sepulveda Basin. https://t.co/exnl4LKzC7'",10/24/2019 23:37,0.0,0.0,1.0,0.0
3156,1,"b'In LA, we\xe2\x80\x99ve replaced fall with fire season. Instead of leaves changing colors, the sky turns orange. Instead of pu\xe2\x80\xa6 https://t.co/ybsubGCh90'",10/24/2019 23:37,0.0,0.107,0.893,-0.34
3157,1,b'Fucking traffic is gonna be bad with this fire.',10/24/2019 23:37,0.0,0.304,0.696,-0.5423
3158,1,b'RT @robbystarbuck: Tonight my youngest daughter played fireman with a fire truck. She plays rambunctiously every day and enthusiastically r\xe2\x80\xa6',10/24/2019 23:37,0.315,0.094,0.591,0.6808
3159,1,b'Oh no....  Not again! \n\n#fire #santaclarita #socal #fireseason #ash https://t.co/DxETixALEH',10/24/2019 23:37,0.0,0.0,1.0,0.0
3160,1,b'You can watch our fire coverage live on our @FOXLA app or at https://t.co/SukufiXmnl',10/24/2019 23:37,0.0,0.156,0.844,-0.34
3161,1,"b'UPDATE: #TickFire now burning more than 1,000 acres, according to \n@LACoFDPIO. https://t.co/b1htRAZ0ED'",10/24/2019 23:37,0.0,0.0,1.0,0.0
3162,1,b'RT @lacfd: BRUSH FIRE | FS132 #CanyonCountry | 31655 Tick Canyon Rd | 3RD ALARM | UPDATE: Resources requested to 30668 Tick Canyon Rd for a\xe2\x80\xa6',10/24/2019 23:36,0.0,0.239,0.761,-0.7404
3163,1,"b'BRUSH FIRE | FS132 #CanyonCountry | 31655 Tick Canyon Rd | 3RD ALARM | UPDATE: Fire is now 3,700+ acres. Fire has s\xe2\x80\xa6 https://t.co/ceHMy08yAI'",10/24/2019 23:36,0.0,0.409,0.591,-0.8769
3164,1,b'RT @V2Badger: Power went out a fire happened and we had to evacuate what a great day \xf0\x9f\x99\x83 https://t.co/TkqLaTbpg2',10/24/2019 23:36,0.191,0.112,0.698,0.4019
3165,1,"b'RT @MoorparkReport: A message from Moorpark College: The College will close today, October 24, 2019 at 5:00pm, due to a regional fire event\xe2\x80\xa6'",10/24/2019 23:36,0.0,0.107,0.893,-0.34
3166,1,b'@nicolecieux That smoke from Tick fire is travelling so fast',10/24/2019 23:36,0.0,0.211,0.789,-0.34
3167,1,b'There should be no reason it\xe2\x80\x99s taking me almost 45 min to get to work when it\xe2\x80\x99s a 25-30 min drive . Is it bc of the\xe2\x80\xa6 https://t.co/OovZGq0Bvv',10/24/2019 23:36,0.0,0.081,0.919,-0.296
3168,1,b'RT @SpecNews1SoCal: #TickFire as seen from a @LACoFireAirOps helicopter. Fast-moving fire is now 3rd alarm with multiple agencies supportin\xe2\x80\xa6',10/24/2019 23:36,0.0,0.231,0.769,-0.5859
3169,1,b'RT @latimes: Forecasters expect the powerful winds spreading the #TickFire to pick up through the evening and overnight.\nhttps://t.co/F33y1\xe2\x80\xa6',10/24/2019 23:36,0.141,0.0,0.859,0.4215
3170,1,b'Latest details from @LAFD on the #ShermanOaks #BasinFire https://t.co/EI30ibLeM2',10/24/2019 23:36,0.0,0.0,1.0,0.0
3171,1,b'@SCVSignal CASTAIC Fire https://t.co/QAWCAjPVpu',10/24/2019 23:36,0.0,0.444,0.556,-0.34
3172,1,b'California on fire again',10/24/2019 23:36,0.0,0.444,0.556,-0.34
3173,1,"b'RT @SpecNews1SoCal: #TickFire: Mandatory evacuations ordered as Canyon Country blaze rapidly expands to 850 acres, threatening structures,\xe2\x80\xa6'",10/24/2019 23:36,0.134,0.169,0.697,-0.4019
3174,1,b'RT @KTLAMorningNews: A blaze broke out along the 5 Freeway in the Castaic area and was threatening structures as firefighters were battling\xe2\x80\xa6',10/24/2019 23:36,0.049,0.254,0.697,-0.7184
3175,1,b'@Stonekettle Such a dumpster fire. This is what happens when you declare policy while sitting on the toilet',10/24/2019 23:36,0.0,0.211,0.789,-0.4588
3176,1,b'@chadloder Oh and don\xe2\x80\x99t forget it is all on fire too. \xf0\x9f\x94\xa5 the air quality here is horrible. Stay safe everyone!',10/24/2019 23:36,0.104,0.289,0.607,-0.636
3177,1,"b""A fire somewhere west of North Hollywood- not sure where- doesn't look north enough to be the Santa Clarita fire, b\xe2\x80\xa6 https://t.co/WmOUMTzkuM""",10/24/2019 23:36,0.0,0.262,0.738,-0.6968
3178,1,"b""Oh apparently there's a brush fire in Encino now, too. So yeah.""",10/24/2019 23:36,0.0,0.194,0.806,-0.34
3179,1,b'fire season in full effect \xf0\x9f\x98\xb7',10/24/2019 23:36,0.0,0.0,1.0,0.0
3180,1,b'RT @CSUNWSoccer: #CSUN is aware of the brush fire in the Santa Clarita area and currently monitoring the air quality on campus. The Matador\xe2\x80\xa6',10/24/2019 23:36,0.0,0.094,0.906,-0.34
3181,1,b'@Arrinotsogrande Dude I just stepped outside and was like hold on where\xe2\x80\x99s the new fire. We can smell it down here \xf0\x9f\x99\x84\xe2\x80\xa6 https://t.co/wYiic1mSuW',10/24/2019 23:36,0.1,0.096,0.803,0.0258
3182,1,b'#TickFire\n\n@SCE is HORRIBLE\n\nDO YOUR MAINTENANCE\n\n&amp; HOW did this fire start?\n\nInvestigation underway... https://t.co/Y72RMPEMfQ',10/24/2019 23:36,0.0,0.2,0.8,-0.4118
3183,1,b'A 4th God damn fire https://t.co/H1UZc6wRVj',10/24/2019 23:36,0.206,0.5,0.294,-0.4588
3184,1,b'Freeways lanes and on- and off-ramps are being closed due to the #TickFire and the #OldFire/#TickBranch10 https://t.co/XPxqzWWoWc',10/24/2019 23:36,0.0,0.0,1.0,0.0
3185,1,b'RT @1027KIISFM: .@SelenaGomez joins @OnAirWithRyan 10/24 at 7AM PT \xf0\x9f\x8e\x99!\n\nWhat are your thoughts on #LoseYouToLoveMe? \n\nListen live: https://t\xe2\x80\xa6',10/24/2019 23:36,0.0,0.0,1.0,0.0
3186,1,"b""I'm NOT Starting a new thread for this fire. I will R/T as necessary!! https://t.co/S8NEGFkfBv""",10/24/2019 23:36,0.0,0.217,0.783,-0.5162
3187,1,"b'IVE NEVER TOLD A LIE AND THAT MAKES ME A LIAR IVE NEVER, IVE NEVER MADE A BET BUT WE GAMBLE WITH DESIRE, IVE NEVER\xe2\x80\xa6 https://t.co/UPrJXkwsWd'",10/24/2019 23:36,0.165,0.089,0.746,0.4824
3188,1,b'@KillazFFB37 Seeing direction of fire that sounds about right. That area and the surrounding ones have been hit hard this month',10/24/2019 23:36,0.0,0.167,0.833,-0.4215
3189,1,b'My friend just sent me this photo. This is the next street over from where I live. Sepulveda Basin is on fire in th\xe2\x80\xa6 https://t.co/3HWxXyXbX6',10/24/2019 23:36,0.116,0.087,0.797,0.2023
3190,1,b'Is 5 even a functioning highway during fire season anymore? https://t.co/wiPZa1bK2E',10/24/2019 23:36,0.0,0.231,0.769,-0.34
3191,1,"b'another fire in scv, another closed freeway - I can not'",10/24/2019 23:36,0.113,0.226,0.66,-0.296
3192,1,b'FOURTH FIRE BURNING NOW in the Sepulveda Basin. \n#TickFire\n#OldFire\n#ValVerdeFire\n#SepulvedaBasinFire https://t.co/wHnaETMhLh',10/24/2019 23:36,0.0,0.258,0.742,-0.4824
3193,1,b'Fire in Van Nuys https://t.co/YVtyK3VWaz',10/24/2019 23:36,0.0,0.0,1.0,0.0
3194,1,b'Third fire burning in #LosAngeles in a matter of hours https://t.co/3lGVrTaV00',10/24/2019 23:36,0.096,0.209,0.696,-0.3182
3195,1,"b'Santa Clarita Valley fire: Evacuation zones, road closures, shelters and location https://t.co/wkkb6do9uQ #latimes\xe2\x80\xa6 https://t.co/DIkcccHZ4H'",10/24/2019 23:36,0.0,0.156,0.844,-0.34
3196,1,b'Sepulveda Basin fire is #SepulvedaFire (not following)',10/24/2019 23:36,0.0,0.286,0.714,-0.34
3197,1,"b'RT @DYNAMITEDORK: Shout out to my buddy @NuJ4X who\'s on fire today! His song ""Big Beats"" got reposted by rapper Lil Xan on SoundCloud AND h\xe2\x80\xa6'",10/24/2019 23:35,0.0,0.097,0.903,-0.4003
3198,1,b'RT @lacfd: BRUSH FIRE | FS132 #CanyonCountry | 31655 Tick Canyon Rd | 3RD ALARM | UPDATE: Immediate need structure protection requested to\xe2\x80\xa6',10/24/2019 23:35,0.0,0.269,0.731,-0.7404
3199,1,b'There\xe2\x80\x99s a fire and I left my window open now my room smells like ash \xf0\x9f\x98\x93',10/24/2019 23:35,0.148,0.142,0.71,0.0258
3200,1,"b'RT @latimes: Tick fire near Santa Clarita is fueled by intense winds, heat that will worsen tonight https://t.co/F33y1Av6wb'",10/24/2019 23:35,0.059,0.259,0.682,-0.6597
3201,1,b'California is on fire \xf0\x9f\x98\x90',10/24/2019 23:35,0.0,0.375,0.625,-0.34
3202,1,"b'Brush fire in the #SepulvedsBasin, at Woodley - #LakeBalboa / #Encino. https://t.co/nwvRrzWPmV'",10/24/2019 23:35,0.0,0.211,0.789,-0.34
3203,1,b'Yo that fire is hella close! #sepulvedafire',10/24/2019 23:35,0.0,0.31,0.69,-0.4003
3204,1,"b""@NPRinskeep I'm a lib, but the Secretary of State conducting official business on a private email server is highly,\xe2\x80\xa6 https://t.co/ikmitcQWT9""",10/24/2019 23:35,0.0,0.0,1.0,0.0
3205,1,b'FIRE IN THE VALLEY! https://t.co/l7zGLzmlz3',10/24/2019 23:35,0.0,0.0,1.0,0.0
3206,1,b'Fire season at Sherwood. https://t.co/P3oXPEVrie',10/24/2019 23:35,0.0,0.0,1.0,0.0
3207,1,"b""...and just when I felt overwhelmed by all the remaining to-do's yet to accomplish today, there's potentially a fir\xe2\x80\xa6 https://t.co/r6xOBoaXKg""",10/24/2019 23:35,0.2,0.0,0.8,0.4588
3208,1,"b'RT @latimes: Kincade fire being fueled by monster wind gusts up to 76 mph, driving rapid spread https://t.co/DvKQAjB5vF'",10/24/2019 23:34,0.0,0.124,0.876,-0.34
3209,1,b'this new fire at the sepulveda basin is right next to the 405. People need to get off that highway immediately. #LA',10/24/2019 23:34,0.0,0.103,0.897,-0.34
3210,1,b'RT @lacfd: BRUSH FIRE | FS149 #Castaic | NB 5 x Lake Hughes Rd | S149 reports 3+ acres running uphill with structures threatened. This is a\xe2\x80\xa6',10/24/2019 23:34,0.0,0.235,0.765,-0.7297
3211,1,b'The smoke from the Santa Clarita fire all the way out here in Malibu \xf0\x9f\x98\xb7 #tickfire #fireseason https://t.co/v4NWbkFa9m',10/24/2019 23:34,0.0,0.124,0.876,-0.34
3212,1,b'RT @lacfd: BRUSH FIRE | FS132 #CanyonCountry | 31655 Tick Canyon Rd | 3RD ALARM | UPDATE: Immediate need for any type of resource to respon\xe2\x80\xa6',10/24/2019 23:34,0.0,0.239,0.761,-0.7404
3213,1,b'@Hummingfly15 Well the view is from Sherman Oaks. Think the newer fire is Balboa Park?',10/24/2019 23:34,0.12,0.137,0.743,-0.0772
3214,1,"b'@OC_Scanner @CAFireScanner Different fire in Sepulveda. The Val Verde fire is south of Castaic, off of the 126 I beleive'",10/24/2019 23:34,0.0,0.22,0.78,-0.5859
3215,1,b'@meow0729 Calabasas fire not confirmed at this point',10/24/2019 23:34,0.0,0.255,0.745,-0.34
3216,1,"b""The Tick fire is burning out of control near Santa Clarita, burning homes and forcing evacuation orders.\n\nHere's wh\xe2\x80\xa6 https://t.co/TXvOJ6CG9u""",10/24/2019 23:34,0.0,0.118,0.882,-0.34
3217,1,b'Follow along with our live fire coverage on NBCLA. Three fires going on right now!  https://t.co/DuejVjMr6H via @nbcla',10/24/2019 23:34,0.0,0.137,0.863,-0.4003
3218,1,b'RT @Ericc_Johnsonn: Hey bro go ahead and post another picture of the fire on your snap story I\xe2\x80\x99m sure it will be better than everyone else\xe2\x80\x99s',10/24/2019 23:34,0.17,0.078,0.752,0.4215
3219,1,"b'RT @almostjingo: Small world #KatieHill was endorsed by Eric Bauman, who would later be disgraced and forced to resign after his long histo\xe2\x80\xa6'",10/24/2019 23:34,0.068,0.286,0.646,-0.7506
3220,1,b'RT @FOXLA: BREAKING: Additional evacuation orders have been issued for parts of Santa Clarita. \nhttps://t.co/mYRB0G19s2',10/24/2019 23:34,0.0,0.0,1.0,0.0
3221,1,b'California needs to learn how to get better and more resources for fire season. It\xe2\x80\x99s ridiculous. Fires happen every\xe2\x80\xa6 https://t.co/VzuhKY1ezV',10/24/2019 23:34,0.116,0.206,0.678,-0.3102
3222,1,b'The #SepulvedaBasin fire is too close to home. https://t.co/gsVpFWzfHg',10/24/2019 23:34,0.0,0.231,0.769,-0.34
3223,1,"b'New Fire in the Sepulveda Basin, @ABC7 live currently over this'",10/24/2019 23:34,0.0,0.194,0.806,-0.34
3224,1,"b'Took a writing break to go for a walk and saw this. New #fire in the #SepulvedaBasin. Everyone be careful, okay? https://t.co/SxAChYQ7h1'",10/24/2019 23:34,0.163,0.0,0.837,0.3612
3225,1,b'RT @WILGOREN: the duopoly: @NFLonFOX is now on @FOXLA and because of the fires-- our extended wall to wall fire coverage has now moved to K\xe2\x80\xa6',10/24/2019 23:34,0.0,0.088,0.912,-0.34
3226,1,b'The valley smells like smoke again \xf0\x9f\xa4\xa2 another fire huh',10/24/2019 23:34,0.194,0.186,0.62,0.0258
3227,1,b'a 4th fire what the actual fuck \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad California needs a miracle right now',10/24/2019 23:34,0.193,0.299,0.508,-0.2732
3228,1,b'@BDP473 #TickFire 1000+ Acres\n#TickBranch10 #ValVerde Multiple trailers on fire with threat to more structures and\xe2\x80\xa6 https://t.co/Iybu3dokYO',10/24/2019 23:33,0.0,0.293,0.707,-0.7003
3229,1,b'Fire https://t.co/90GCqPRYed',10/24/2019 23:33,0.0,0.0,1.0,0.0
3230,1,b'RT @lacfd: BRUSH FIRE | FS132 #SantaClarita | NB 14 North of Soledad Canyon Rd | UPDATE: BC22 advises fire is now approximately 1.5 acres.\xe2\x80\xa6',10/24/2019 23:33,0.0,0.217,0.783,-0.6739
3231,1,b'RT @BillFOXLA: Fire is near Burbank Blvd exit off the 405 @FOXLA https://t.co/oiT6Q73hsi',10/24/2019 23:33,0.0,0.167,0.833,-0.34
3232,1,b'RT @CoachCass4: What happened to the days where windy days just meant bad hair and chapped lips? \xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f I hope everyone stays safe in those f\xe2\x80\xa6',10/24/2019 23:33,0.185,0.112,0.703,0.3182
3233,1,"b""@catnip0715 @calirozzy It's only 3 or 4 acres and the wind is blowing the other way, I'm more concerned with this b\xe2\x80\xa6 https://t.co/AUF5RcsRyy""",10/24/2019 23:33,0.0,0.0,1.0,0.0
3234,1,b'@elsontrinidad @gabrielleruiz No this is another fire - this is in Sherman Oaks/Van Nuys.',10/24/2019 23:33,0.0,0.295,0.705,-0.5574
3235,1,b'SANTA CLARITA IS ON FIRE',10/24/2019 23:33,0.0,0.439,0.561,-0.4824
3236,1,b'**UPDATE** 3RD ALARM FIRE #TickFire |  FS132 | 31600 Tick Canyon Rd #CanyonCountry | AC3 is now reporting 1000+ acres. \n#LACoFD',10/24/2019 23:33,0.0,0.281,0.719,-0.7404
3237,1,b'The fire is moving quickly. Sending good thoughts to @TheGentleBarn during a mandatory evacuation. \n\nCheering anybo\xe2\x80\xa6 https://t.co/u3BEtYXsS7',10/24/2019 23:33,0.214,0.122,0.663,0.2023
3238,1,"b""\xf0\x9f\x94\xa5 near the 405 again deserves another listen to my song L.A.'s Burning\n\nEverything is burning\nDown the 405\nFire on\xe2\x80\xa6 https://t.co/PKc5EUYlCQ""",10/24/2019 23:33,0.0,0.0,1.0,0.0
3239,1,b'There are over 11 posts on @Nextdoor about a fire over 30 miles away. Why does no one use google anymore? Now every\xe2\x80\xa6 https://t.co/WjrChoduFE',10/24/2019 23:33,0.0,0.18,0.82,-0.5574
3240,1,b'SCHOOL CLOSED TOMORROW 10/25 BECAUSE OF FIRE! Be safe and enjoy your three day weekend indoors.',10/24/2019 23:33,0.284,0.139,0.577,0.5038
3241,1,b'When are we not on fire these days?! Come on man.',10/24/2019 23:32,0.189,0.0,0.811,0.3244
3242,1,b'RT @lacfd: BRUSH FIRE | FS149 #Castaic | NB 5 x Lake Hughes Rd | UPDATE: BC12 reports the fire is heading towards Castaic High School. Air\xe2\x80\xa6',10/24/2019 23:32,0.0,0.217,0.783,-0.6739
3243,1,b'A blaze broke out along the 5 Freeway in the Castaic area and was threatening structures as firefighters were battl\xe2\x80\xa6 https://t.co/vmguuNP0uO',10/24/2019 23:32,0.049,0.254,0.697,-0.7184
3244,1,b'Power went out a fire happened and we had to evacuate what a great day \xf0\x9f\x99\x83 https://t.co/TkqLaTbpg2',10/24/2019 23:32,0.21,0.123,0.667,0.4019
3245,1,"b""Dammit man another fire in my area &amp; Socal Edison turned off power so I'm gonna try to get home pack up my stuff &amp;\xe2\x80\xa6 https://t.co/3OhVMhXCgv""",10/24/2019 23:32,0.0,0.088,0.912,-0.34
3246,1,b'Another day\nAnother fire \xf0\x9f\x98\x94',10/24/2019 23:32,0.0,0.444,0.556,-0.34
3247,1,b'theres a fire really nearby and im really scared',10/24/2019 23:32,0.0,0.482,0.518,-0.6801
3248,1,"b'RT @skbaer: @thejdmorris CPUC spokes said the agency is conducing an investigation ""to assess the compliance of the electric facilities wit\xe2\x80\xa6'",10/24/2019 23:32,0.0,0.0,1.0,0.0
3249,1,"b'@goingfire @GleaningSage I think some people just have that ""always be hustling"" mindset and can\'t shake it. I\'m pr\xe2\x80\xa6 https://t.co/iq8KKnoD0T'",10/24/2019 23:32,0.0,0.086,0.914,-0.1779
3250,1,"b""New fire in the #SepulvedaBasin near #VanNuys. It's hot, windy and incredible dry. #NBCLA https://t.co/O8coPhu9sj""",10/24/2019 23:32,0.0,0.146,0.854,-0.34
3251,1,b'Fire nearby my valley ppl ! Be safe https://t.co/kJZ6MluRdD',10/24/2019 23:32,0.313,0.0,0.687,0.4926
3252,1,"b""RT @colocali28: @CBSLA There's a fire burning off the 405 near Balboa Park in LA... can you guys check that out please?""",10/24/2019 23:31,0.0,0.107,0.893,-0.34
3253,1,b'Fire in LA City #SepulvedaBasin #Brushfire your drive home today is going to be hectic. Practice patience and be\xe2\x80\xa6 https://t.co/ekH7lTRLBA',10/24/2019 23:31,0.0,0.0,1.0,0.0
3254,1,"b'@SirPridam I\xe2\x80\x99m getting Argatha flash backs! *when mega Herc shows up, my her jumps i and throws his nine lives righ\xe2\x80\xa6 https://t.co/fnzvI0rVt6'",10/24/2019 23:31,0.0,0.069,0.931,-0.126
3255,1,"b'Another day, another fire from the office https://t.co/iDclIa5FuX'",10/24/2019 23:31,0.0,0.255,0.745,-0.34
3256,1,b'Santa Clarita is on fire',10/24/2019 23:31,0.0,0.375,0.625,-0.34
3257,1,"b'Want to go back to when my @Twitter feed was for sports, cool work stuff and people who crack wise. Now it\xe2\x80\x99s all fi\xe2\x80\xa6 https://t.co/7SuWwd2idt'",10/24/2019 23:31,0.19,0.0,0.81,0.6597
3258,1,b'@faithbohorquez Shit is fire ! Hands down was voting for him since the beginning',10/24/2019 23:31,0.0,0.364,0.636,-0.7424
3259,1,b'(1/2) NewsWaves 32 is collecting stories about the Woolsey Fire and Borderline Shooting for our special edition sho\xe2\x80\xa6 https://t.co/qTY1JL2oOD',10/24/2019 23:31,0.122,0.109,0.769,0.0772
3260,1,"b'@johnandkenshow Hey guys, regarding the fire near Woodley and Burbank, I believe that there are some homeless encam\xe2\x80\xa6 https://t.co/IUIiWjwhFl'",10/24/2019 23:31,0.0,0.124,0.876,-0.34
3261,1,"b'Got some fire going on Sherman Oaks! #fire ktla5news @ Sherman Oaks, California https://t.co/Lau5ADUDfK'",10/24/2019 23:31,0.0,0.183,0.817,-0.4003
3262,1,b'Note that fire dispatch is saying that there are structures threatened at College of the Canyonss :-( https://t.co/K8piV1UnAL',10/24/2019 23:31,0.0,0.345,0.655,-0.7845
3263,1,"b""The fire is VERY close to my house and my streets evacuated. I'm at work and my stomach is in my throat. Ugh.""",10/24/2019 23:31,0.0,0.098,0.902,-0.34
3264,1,b'850-Acre Tick Fire Spreads Rapidly Toward Canyon Country Homes; Evacuations Ordered https://t.co/OSYJo2PKSs via @ktla',10/24/2019 23:31,0.0,0.156,0.844,-0.34
3265,1,b'A new fire broke out by encino I believe be careful guys',10/24/2019 23:31,0.108,0.351,0.541,-0.5574
3266,1,b'there\xe2\x80\x99s a fire right next to my house and i\xe2\x80\x99m not even close enough to do anything help me stop panicking',10/24/2019 23:31,0.103,0.286,0.611,-0.5859
3267,1,"b'California is on fire, again. In multiple places at once. Again. https://t.co/UQlJVzt3cI'",10/24/2019 23:31,0.0,0.179,0.821,-0.34
3268,1,b'RT @_josesitaa: This new fire is way to close to my house \xf0\x9f\x98\xad',10/24/2019 23:31,0.0,0.167,0.833,-0.34
3269,1,b'RT @CaliforniaRomeo: Yikes Lake Balboa Fire \xf0\x9f\x94\xa5 https://t.co/DLdVBJV59n',10/24/2019 23:31,0.0,0.255,0.745,-0.34
3270,1,b'As a Southern California resident I use twitter solely for @realoverheardla and fire updates',10/24/2019 23:31,0.0,0.179,0.821,-0.34
3271,1,"b'A message from Moorpark College: The College will close today, October 24, 2019 at 5:00pm, due to a regional fire e\xe2\x80\xa6 https://t.co/Io17qSjZmG'",10/24/2019 23:30,0.0,0.107,0.893,-0.34
3272,1,b'RT @WILGOREN: here we go.... #breaking fire watch @FOXLA https://t.co/H5SC5Y37Ef',10/24/2019 23:30,0.0,0.211,0.789,-0.34
3273,1,"b'Old fire in Castaic burns homes, shuts down 5 Freeway in both directions https://t.co/84A6WwWiqp'",10/24/2019 23:30,0.082,0.164,0.753,-0.296
3274,1,b'@stefangelmusic @NBCNews @abc7amy It happens. Embers can remain burning and be blown miles away from the source fir\xe2\x80\xa6 https://t.co/9skPMVZJwV',10/24/2019 23:30,0.0,0.0,1.0,0.0
3275,1,"b'Old fire in Castaic burns homes, shuts down 5 Freeway in both directions https://t.co/CKs39ZHMFF'",10/24/2019 23:30,0.082,0.164,0.753,-0.296
3276,1,b'Well this sucks. Again. Fire is not close but the smoke is. https://t.co/49lW6sRpxk',10/24/2019 23:30,0.0,0.239,0.761,-0.3506
3277,1,b'We are also monitoring the #SepulvedaBasin brush fire near #LakeBalboa and #Encino.\n\n Please allow extra time for y\xe2\x80\xa6 https://t.co/GdTDyjgc2K',10/24/2019 23:30,0.186,0.106,0.708,0.2023
3278,1,b'bro this fire better not come this way \xf0\x9f\xa4\x9a\xf0\x9f\x8f\xbb\xf0\x9f\x9a\xab',10/24/2019 23:30,0.236,0.195,0.569,0.128
3279,1,"b'RT @LANow: Tick fire near Santa Clarita is fueled by intense winds, heat that will worsen tonight https://t.co/l7POgg9Buw'",10/24/2019 23:30,0.059,0.259,0.682,-0.6597
3280,1,b'RT @latimes: Video of the ignition of the #KincadeFire was captured by a camera from the ALERTWildfire program.\nhttps://t.co/24hGKWzzVs',10/24/2019 23:30,0.0,0.0,1.0,0.0
3281,1,b'RT @damonheller: WATCH LIVE BRUSH FIRE IN CANYON COUNTRY  #FIRE #GOLIVE #BRUSHFIRE #CANNABIS https://t.co/sH6SZv6Izv',10/24/2019 23:30,0.0,0.194,0.806,-0.4824
3282,1,b'RT @JonMaseng: Big fire in Balboa Park right now. #balboapark #fire #wildfires https://t.co/rgSbKvg4x2',10/24/2019 23:30,0.0,0.167,0.833,-0.34
3283,1,"b'RT @abc7michelle: A third fire has broken out in the Sepulveda Basin. This is the same area that burned in July, consuming homeless encampm\xe2\x80\xa6'",10/24/2019 23:30,0.0,0.208,0.792,-0.6705
3284,1,"b""@benedictevans e-commerce is a 5% net margin business in U.S. and negative margin in U.S. \n\nIt's designed a loss le\xe2\x80\xa6 https://t.co/xulpqRqz4A""",10/24/2019 23:30,0.0,0.261,0.739,-0.7184
3285,1,b'Winter\nSpring\nSummer\nFire',10/24/2019 23:30,0.0,0.0,1.0,0.0
3286,1,b'This is way too close!  \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 #fire https://t.co/44Ab1Aj4rX',10/24/2019 23:30,0.0,0.0,1.0,0.0
3287,1,b'Anyone know where this fire is exactly in Encino/Van Nuys? https://t.co/hAE4CxYvzN',10/24/2019 23:30,0.0,0.216,0.784,-0.4118
3288,1,"b'A devastating blaze haunted San Bernardino for years. This time, residents were ready https://t.co/xjv2jEXdil'",10/24/2019 23:30,0.12,0.354,0.526,-0.7096
3289,1,b'this fire is slowly approaching my neck of the woods #TickFire https://t.co/wCEUpfb8nv',10/24/2019 23:30,0.0,0.179,0.821,-0.34
3290,1,b'RT @chp_la: LA Sepulveda Blvd / Burbank Blvd **Report of Fire** https://t.co/zPmeDz2l6r',10/24/2019 23:29,0.0,0.0,1.0,0.0
3291,1,"b'Fire in Sherman Oaks! #fire ktla5news nbcnews @ Sherman Oaks, California https://t.co/Z2j0TuFnBW'",10/24/2019 23:29,0.0,0.0,1.0,0.0
3292,1,b'Is that something on fire? Or is that just Los Angeles pollution?',10/24/2019 23:29,0.0,0.201,0.799,-0.4137
3293,1,b'We may have to evacuate due to fire. Please pray. https://t.co/Mrjwl0Foh7',10/24/2019 23:29,0.307,0.16,0.533,0.296
3294,1,"b'latest fire to spark up is off the 405, in the Sepulveda Basin\n\n#SoCalFires'",10/24/2019 23:29,0.124,0.157,0.719,-0.128
3295,1,b'RT @OnAirWithRyan: Dancing to \xe2\x80\x98Look at Her Now\xe2\x80\x99 like..\n#SelenaOnSeacrest\nhttps://t.co/Ie3y7KW5XE https://t.co/5BzcZtfFl4',10/24/2019 23:29,0.0,0.0,1.0,0.0
3296,1,"b""@ChrisAgos @KNX1070 @KTLA @LACOFD She saw fire trucks on the freeway, but didn't know where they were headed. We're\xe2\x80\xa6 https://t.co/Pyg95mMxbg""",10/24/2019 23:29,0.053,0.082,0.865,-0.1531
3297,1,"b'Dear @GavinNewsom @CAgovernor \n\nPlease speak to us Californians about your plans for #AlisoCanyon be honest, NOW! O\xe2\x80\xa6 https://t.co/6dXok6UICB'",10/24/2019 23:29,0.174,0.0,0.826,0.5562
3298,1,b'the duopoly: @NFLonFOX is now on @FOXLA and because of the fires-- our extended wall to wall fire coverage has now\xe2\x80\xa6 https://t.co/cEmosBmWBT',10/24/2019 23:29,0.0,0.103,0.897,-0.34
3299,1,b'#CSUN is aware of the brush fire in the Santa Clarita area and currently monitoring the air quality on campus. The\xe2\x80\xa6 https://t.co/7iine3Pe2w',10/24/2019 23:29,0.0,0.103,0.897,-0.34
3300,1,b'@ariadnaaxo The fire from the Valley',10/24/2019 23:29,0.0,0.324,0.676,-0.34
3301,1,b'So far there are more fires this fire season than there were pilots in pilot season.',10/24/2019 23:29,0.0,0.17,0.83,-0.4731
3302,1,"b""RT @anthonyjeselnik: If this show doesn't get a second season I will set the world on fire. https://t.co/cHFa3hlu8Q""",10/24/2019 23:29,0.0,0.138,0.862,-0.34
3303,1,b'@NewsBreaking It\xe2\x80\x99s so sad because the fire started and spread so fast that people who work in LA can\xe2\x80\x99t even get to\xe2\x80\xa6 https://t.co/GqxMRTniKC',10/24/2019 23:29,0.0,0.233,0.767,-0.75
3304,1,b'View of Woodley Park fire heading westbound on the 101 in Studio City https://t.co/cXBaU7Ley1 https://t.co/xIHiJAMfGu',10/24/2019 23:29,0.0,0.146,0.854,-0.34
3305,1,b'@cbs2kcal9brk There is also a Fire in the Sepulveda Basin.',10/24/2019 23:29,0.0,0.231,0.769,-0.34
3306,1,"b""Seems that many of the former FF's here on staff are going to think about training new candidates in wildland fire\xe2\x80\xa6 https://t.co/PCK8wezM61""",10/24/2019 23:29,0.0,0.0,1.0,0.0
